Column1,short_description,label,processed_text
2341,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल,0,मधय परदश क सल 2019 क घटन क हलय बतकर कय ज रह ह वयरल
2342," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है",0,खरज म बइग क वयरहउस खल लकन वयरल तसवर अमरक क ह
2343," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं",0,जलत हए समदर जहज क वडय 2020 क ह हलफलहल स इसक सबध नह
2344," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE",0,ढच वल जगह ह बन रह मदर तन कलमटर दर नरमण क दव FAKE
2345, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर,0,जमई म हद परम यगल क शद क ममल क फरज भगव लव टरप क दव क सथ कय ज रह शयर
2346, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है,0,थईलड कग Rama V क पए जन वल रहसयमय जव क दव क सथ वयरल तसवर AI करएटड ह
2347, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी,0,पकसतन म ईरन एयर सटरइक क रपरटग परतबध लगन क दव करत पतर फरज
2348,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल,0,दहरदन क घटघर क वडय क शरनगर क लल चक क बतकर कय ज रह वयरल
2349,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल",0,कगन रनट क फलम तजस क सन क रम मदर बन फलम बतकर कय ज रह ह वयरल
2350," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल",0,मचस क तल क पउडर स नह हत बचछ क डक क इलज फरज पसट फर वयरल
2351," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक",0,22 जनवर क मरशस सरकर नह द रह सरवजनक अवकश दव भरमक
2352,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो",0,अयधय म पषपक वमन लवकश क दखन क दव फरज वयज लइक क लए बनय गय वडय
2353,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा,0,पकसतन हडलस न कय भरतय वयसन क हलकपटर क करश हन क फरज दव
2354,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल",0,खसर लल क वडय करब द सल परन ह भरमक दव वयरल
2355,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो,0,रजसथन क महल MLA क छव खरब करन क लए वयरल कय गय आपततजनक फक वडय
2356,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल,0,मधय परदश क सल 2019 क घटन क हलय बतकर कय ज रह ह वयरल
2357," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है",0,खरज म बइग क वयरहउस खल लकन वयरल तसवर अमरक क ह
2358," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं",0,जलत हए समदर जहज क वडय 2020 क ह हलफलहल स इसक सबध नह
2359," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE",0,ढच वल जगह ह बन रह मदर तन कलमटर दर नरमण क दव FAKE
2360, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर,0,जमई म हद परम यगल क शद क ममल क फरज भगव लव टरप क दव क सथ कय ज रह शयर
2361, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है,0,थईलड कग Rama V क पए जन वल रहसयमय जव क दव क सथ वयरल तसवर AI करएटड ह
2362, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी,0,पकसतन म ईरन एयर सटरइक क रपरटग परतबध लगन क दव करत पतर फरज
2363,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल,0,दहरदन क घटघर क वडय क शरनगर क लल चक क बतकर कय ज रह वयरल
2364,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल",0,कगन रनट क फलम तजस क सन क रम मदर बन फलम बतकर कय ज रह ह वयरल
2365," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल",0,मचस क तल क पउडर स नह हत बचछ क डक क इलज फरज पसट फर वयरल
2366," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक",0,22 जनवर क मरशस सरकर नह द रह सरवजनक अवकश दव भरमक
2367,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो",0,अयधय म पषपक वमन लवकश क दखन क दव फरज वयज लइक क लए बनय गय वडय
2368,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा,0,पकसतन हडलस न कय भरतय वयसन क हलकपटर क करश हन क फरज दव
2369,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल",0,खसर लल क वडय करब द सल परन ह भरमक दव वयरल
2370,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो,0,रजसथन क महल MLA क छव खरब करन क लए वयरल कय गय आपततजनक फक वडय
2371,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल,0,मधय परदश क सल 2019 क घटन क हलय बतकर कय ज रह ह वयरल
2372," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है",0,खरज म बइग क वयरहउस खल लकन वयरल तसवर अमरक क ह
2373," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं",0,जलत हए समदर जहज क वडय 2020 क ह हलफलहल स इसक सबध नह
2374," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE",0,ढच वल जगह ह बन रह मदर तन कलमटर दर नरमण क दव FAKE
2375, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर,0,जमई म हद परम यगल क शद क ममल क फरज भगव लव टरप क दव क सथ कय ज रह शयर
2376, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है,0,थईलड कग Rama V क पए जन वल रहसयमय जव क दव क सथ वयरल तसवर AI करएटड ह
2377, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी,0,पकसतन म ईरन एयर सटरइक क रपरटग परतबध लगन क दव करत पतर फरज
2378,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल,0,दहरदन क घटघर क वडय क शरनगर क लल चक क बतकर कय ज रह वयरल
2379,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल",0,कगन रनट क फलम तजस क सन क रम मदर बन फलम बतकर कय ज रह ह वयरल
2380," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल",0,मचस क तल क पउडर स नह हत बचछ क डक क इलज फरज पसट फर वयरल
2381," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक",0,22 जनवर क मरशस सरकर नह द रह सरवजनक अवकश दव भरमक
2382,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो",0,अयधय म पषपक वमन लवकश क दखन क दव फरज वयज लइक क लए बनय गय वडय
2383,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा,0,पकसतन हडलस न कय भरतय वयसन क हलकपटर क करश हन क फरज दव
2384,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल",0,खसर लल क वडय करब द सल परन ह भरमक दव वयरल
2385,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो,0,रजसथन क महल MLA क छव खरब करन क लए वयरल कय गय आपततजनक फक वडय
2386,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल,0,मधय परदश क सल 2019 क घटन क हलय बतकर कय ज रह ह वयरल
2387," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है",0,खरज म बइग क वयरहउस खल लकन वयरल तसवर अमरक क ह
2388," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं",0,जलत हए समदर जहज क वडय 2020 क ह हलफलहल स इसक सबध नह
2389," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE",0,ढच वल जगह ह बन रह मदर तन कलमटर दर नरमण क दव FAKE
2390, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर,0,जमई म हद परम यगल क शद क ममल क फरज भगव लव टरप क दव क सथ कय ज रह शयर
2391, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है,0,थईलड कग Rama V क पए जन वल रहसयमय जव क दव क सथ वयरल तसवर AI करएटड ह
2392, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी,0,पकसतन म ईरन एयर सटरइक क रपरटग परतबध लगन क दव करत पतर फरज
2393,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल,0,दहरदन क घटघर क वडय क शरनगर क लल चक क बतकर कय ज रह वयरल
2394,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल",0,कगन रनट क फलम तजस क सन क रम मदर बन फलम बतकर कय ज रह ह वयरल
2395," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल",0,मचस क तल क पउडर स नह हत बचछ क डक क इलज फरज पसट फर वयरल
2396," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक",0,22 जनवर क मरशस सरकर नह द रह सरवजनक अवकश दव भरमक
2397,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो",0,अयधय म पषपक वमन लवकश क दखन क दव फरज वयज लइक क लए बनय गय वडय
2398,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा,0,पकसतन हडलस न कय भरतय वयसन क हलकपटर क करश हन क फरज दव
2399,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल",0,खसर लल क वडय करब द सल परन ह भरमक दव वयरल
2400,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो,0,रजसथन क महल MLA क छव खरब करन क लए वयरल कय गय आपततजनक फक वडय
2401,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल,0,मधय परदश क सल 2019 क घटन क हलय बतकर कय ज रह ह वयरल
2402," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है",0,खरज म बइग क वयरहउस खल लकन वयरल तसवर अमरक क ह
2403," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं",0,जलत हए समदर जहज क वडय 2020 क ह हलफलहल स इसक सबध नह
2404," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE",0,ढच वल जगह ह बन रह मदर तन कलमटर दर नरमण क दव FAKE
2405, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर,0,जमई म हद परम यगल क शद क ममल क फरज भगव लव टरप क दव क सथ कय ज रह शयर
2406, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है,0,थईलड कग Rama V क पए जन वल रहसयमय जव क दव क सथ वयरल तसवर AI करएटड ह
2407, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी,0,पकसतन म ईरन एयर सटरइक क रपरटग परतबध लगन क दव करत पतर फरज
2408,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल,0,दहरदन क घटघर क वडय क शरनगर क लल चक क बतकर कय ज रह वयरल
2409,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल",0,कगन रनट क फलम तजस क सन क रम मदर बन फलम बतकर कय ज रह ह वयरल
2410," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल",0,मचस क तल क पउडर स नह हत बचछ क डक क इलज फरज पसट फर वयरल
2411," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक",0,22 जनवर क मरशस सरकर नह द रह सरवजनक अवकश दव भरमक
2412,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो",0,अयधय म पषपक वमन लवकश क दखन क दव फरज वयज लइक क लए बनय गय वडय
2413,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा,0,पकसतन हडलस न कय भरतय वयसन क हलकपटर क करश हन क फरज दव
2414,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल",0,खसर लल क वडय करब द सल परन ह भरमक दव वयरल
2415,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो,0,रजसथन क महल MLA क छव खरब करन क लए वयरल कय गय आपततजनक फक वडय
2416,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल,0,मधय परदश क सल 2019 क घटन क हलय बतकर कय ज रह ह वयरल
2417," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है",0,खरज म बइग क वयरहउस खल लकन वयरल तसवर अमरक क ह
2418," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं",0,जलत हए समदर जहज क वडय 2020 क ह हलफलहल स इसक सबध नह
2419," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE",0,ढच वल जगह ह बन रह मदर तन कलमटर दर नरमण क दव FAKE
2420, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर,0,जमई म हद परम यगल क शद क ममल क फरज भगव लव टरप क दव क सथ कय ज रह शयर
2421, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है,0,थईलड कग Rama V क पए जन वल रहसयमय जव क दव क सथ वयरल तसवर AI करएटड ह
2422, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी,0,पकसतन म ईरन एयर सटरइक क रपरटग परतबध लगन क दव करत पतर फरज
2423,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल,0,दहरदन क घटघर क वडय क शरनगर क लल चक क बतकर कय ज रह वयरल
2424,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल",0,कगन रनट क फलम तजस क सन क रम मदर बन फलम बतकर कय ज रह ह वयरल
2425," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल",0,मचस क तल क पउडर स नह हत बचछ क डक क इलज फरज पसट फर वयरल
2426," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक",0,22 जनवर क मरशस सरकर नह द रह सरवजनक अवकश दव भरमक
2427,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो",0,अयधय म पषपक वमन लवकश क दखन क दव फरज वयज लइक क लए बनय गय वडय
2428,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा,0,पकसतन हडलस न कय भरतय वयसन क हलकपटर क करश हन क फरज दव
2429,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल",0,खसर लल क वडय करब द सल परन ह भरमक दव वयरल
2430,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो,0,रजसथन क महल MLA क छव खरब करन क लए वयरल कय गय आपततजनक फक वडय
2431,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल,0,मधय परदश क सल 2019 क घटन क हलय बतकर कय ज रह ह वयरल
2432," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है",0,खरज म बइग क वयरहउस खल लकन वयरल तसवर अमरक क ह
2433," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं",0,जलत हए समदर जहज क वडय 2020 क ह हलफलहल स इसक सबध नह
2434," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE",0,ढच वल जगह ह बन रह मदर तन कलमटर दर नरमण क दव FAKE
2435, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर,0,जमई म हद परम यगल क शद क ममल क फरज भगव लव टरप क दव क सथ कय ज रह शयर
2436, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है,0,थईलड कग Rama V क पए जन वल रहसयमय जव क दव क सथ वयरल तसवर AI करएटड ह
2437, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी,0,पकसतन म ईरन एयर सटरइक क रपरटग परतबध लगन क दव करत पतर फरज
2438,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल,0,दहरदन क घटघर क वडय क शरनगर क लल चक क बतकर कय ज रह वयरल
2439,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल",0,कगन रनट क फलम तजस क सन क रम मदर बन फलम बतकर कय ज रह ह वयरल
2440," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल",0,मचस क तल क पउडर स नह हत बचछ क डक क इलज फरज पसट फर वयरल
2441," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक",0,22 जनवर क मरशस सरकर नह द रह सरवजनक अवकश दव भरमक
2442,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो",0,अयधय म पषपक वमन लवकश क दखन क दव फरज वयज लइक क लए बनय गय वडय
2443,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा,0,पकसतन हडलस न कय भरतय वयसन क हलकपटर क करश हन क फरज दव
2444,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल",0,खसर लल क वडय करब द सल परन ह भरमक दव वयरल
2445,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो,0,रजसथन क महल MLA क छव खरब करन क लए वयरल कय गय आपततजनक फक वडय
2446,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल,0,मधय परदश क सल 2019 क घटन क हलय बतकर कय ज रह ह वयरल
2447," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है",0,खरज म बइग क वयरहउस खल लकन वयरल तसवर अमरक क ह
2448," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं",0,जलत हए समदर जहज क वडय 2020 क ह हलफलहल स इसक सबध नह
2449," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE",0,ढच वल जगह ह बन रह मदर तन कलमटर दर नरमण क दव FAKE
2450, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर,0,जमई म हद परम यगल क शद क ममल क फरज भगव लव टरप क दव क सथ कय ज रह शयर
2451, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है,0,थईलड कग Rama V क पए जन वल रहसयमय जव क दव क सथ वयरल तसवर AI करएटड ह
2452, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी,0,पकसतन म ईरन एयर सटरइक क रपरटग परतबध लगन क दव करत पतर फरज
2453,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल,0,दहरदन क घटघर क वडय क शरनगर क लल चक क बतकर कय ज रह वयरल
2454,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल",0,कगन रनट क फलम तजस क सन क रम मदर बन फलम बतकर कय ज रह ह वयरल
2455," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल",0,मचस क तल क पउडर स नह हत बचछ क डक क इलज फरज पसट फर वयरल
2456," 22 जनवरी को मॉरिशस सरकार नहीं दे रही सार्वजनिक अवकाश, दावा भ्रामक",0,22 जनवर क मरशस सरकर नह द रह सरवजनक अवकश दव भरमक
2457,"  अयोध्या में पुष्पक विमान और लव-कुश के दिखने का दावा फर्जी, व्यूज और लाइक के लिए बनाया गया वीडियो",0,अयधय म पषपक वमन लवकश क दखन क दव फरज वयज लइक क लए बनय गय वडय
2458,  पाकिस्तानी हैंडल्स ने किया भारतीय वायुसेना के हेलीकॉप्टर के क्रैश होने का फर्जी दावा,0,पकसतन हडलस न कय भरतय वयसन क हलकपटर क करश हन क फरज दव
2459,"  खेसारी लाल का यह वीडियो करीब दो साल पुराना है, भ्रामक दावा वायरल",0,खसर लल क वडय करब द सल परन ह भरमक दव वयरल
2460,  राजस्थान की महिला MLA की छवि खराब करने के लिए वायरल किया गया आपत्तिजनक फेक वीडियो,0,रजसथन क महल MLA क छव खरब करन क लए वयरल कय गय आपततजनक फक वडय
2461,  मध्य प्रदेश की साल 2019 की घटना को हालिया बताकर किया जा रहा है वायरल,0,मधय परदश क सल 2019 क घटन क हलय बतकर कय ज रह ह वयरल
2462," खुर्जा में बोइंग का वेयरहाउस खुला, लेकिन वायरल तस्वीर अमेरिका की है",0,खरज म बइग क वयरहउस खल लकन वयरल तसवर अमरक क ह
2463," जलते हुए समुद्री जहाज का यह वीडियो 2020 का है, हाल-फिलहाल से इसका कोई संबंध नहीं",0,जलत हए समदर जहज क वडय 2020 क ह हलफलहल स इसक सबध नह
2464," ढांचे वाली जगह पर ही बन रहा मंदिर, तीन किलोमीटर दूर निर्माण का दावा FAKE",0,ढच वल जगह ह बन रह मदर तन कलमटर दर नरमण क दव FAKE
2465, जमुई में हिंदू प्रेमी युगल की शादी के मामले को फर्जी ‘’भगवा लव ट्रैप’’ के दावे के साथ किया जा रहा शेयर,0,जमई म हद परम यगल क शद क ममल क फरज भगव लव टरप क दव क सथ कय ज रह शयर
2466, थाईलैंड किंग Rama V के समय पाए जाने वाले रहस्यमयी जीव के दावे के साथ वायरल तस्वीर AI क्रिएटेड है,0,थईलड कग Rama V क पए जन वल रहसयमय जव क दव क सथ वयरल तसवर AI करएटड ह
2467, पाकिस्तान में ईरानी एयर स्ट्राइक की रिपोर्टिंग पर प्रतिबंध लगाने का दावा करता यह पत्र फर्जी,0,पकसतन म ईरन एयर सटरइक क रपरटग परतबध लगन क दव करत पतर फरज
2468,  देहरादून के घंटाघर के वीडियो को श्रीनगर के लाल चौक का बताकर किया जा रहा वायरल,0,दहरदन क घटघर क वडय क शरनगर क लल चक क बतकर कय ज रह वयरल
2469,"  कंगना रनोट की फिल्म ‘तेजस’ के सीन को, राम मंदिर पर बनी फिल्म बताकर किया जा रहा है वायरल",0,कगन रनट क फलम तजस क सन क रम मदर बन फलम बतकर कय ज रह ह वयरल
2470," माचिस की तीली के पाउडर से नहीं होता बिच्छू के डंक का इलाज, फर्जी पोस्ट फिर वायरल",0,मचस क तल क पउडर स नह हत बचछ क डक क इलज फरज पसट फर वयरल
